"subject","mu.true","mu.false","sigma.true","sigma.false","tau.true","tau.false","muS","sigmaS","tauS","tf","gf","SSRT","go_match","go_mismatch","tf_prob","gf_prob"
"520097",0.478972243392179,1.92012804184452,0.0720501596148721,0.554635107188437,0.114039020944225,0.781652031981203,0.113416949926426,0.155135334074459,0.0443765204133401,-2.46969140903185,-3.05814021271942,0.162566980986209,0.593385662354768,2.78463081301886,0.00676148276417909,0.00111357670961341
"520127",0.450337458877161,1.85699637371425,0.0488398341004516,0.571568722296833,0.0521012397597717,0.750947312879632,0.115373390567407,0.109701141995202,0.0634128747122603,-1.83098419567946,-3.07227821701052,0.182959326937839,0.502495808694742,2.67510413108731,0.0335514510728342,0.00106215814522243
"520239",0.57462823872959,2.04652853517551,0.110871029887185,0.618825384508671,0.0171053526356228,0.80402022237663,0.0397877467007532,0.15280427478947,0.0303001331540298,-2.49820039986658,-3.05943130071416,0.0781383926456574,0.592566791776957,2.92199583561153,0.00624128032279118,0.00110878822907581
"520253",0.582661032567735,2.0954229108632,0.080008818107818,0.243500058219358,0.0741704880240188,0.70403296167115,0.113015358196704,0.0502868089386149,0.0304927201486856,-2.55359755965077,-3.07613343002713,0.144930135051129,0.657065516186939,2.88077425877246,0.00533082028979347,0.00104851994303059
"520390",0.489855197743519,1.40431855222272,0.0502090211755099,0.464265281764846,0.0716904700971768,0.684944398306142,0.152685874847162,0.0873722837291252,0.0731920519461031,-2.08080522613773,-3.07558435949073,0.227723497058283,0.561765347757036,2.17394902197151,0.0187258688500367,0.00105045243844076
"610028",0.443546017691411,0.960478868265821,0.0463157806011733,0.338676054464355,0.100236501154792,0.836554021568537,0.206701081153919,0.0548760612424307,0.0359726797956241,-1.47968259130297,-3.07423903189271,0.245893931127085,0.543899881485334,1.83882714583443,0.0694789871280148,0.00105520134130284
"610046",0.577793165532497,0.916032704670287,0.0973626483842207,0.288666983777081,0.12334369330173,0.116191153814809,0.0925630439532366,0.105398879717258,0.041599238193239,-2.33192343651876,-1.51935613086021,0.145536678394468,0.701464727604281,1.04422725457804,0.0098523596524712,0.0643364390153275
"610061",0.462153699865203,1.97504903420383,0.0461798820782456,0.66635395500274,0.0959016318191653,0.792329819189388,0.130102876731574,0.0260017618482895,0.0209828405608755,-2.5512791979463,-2.65911350904646,0.152023741981831,0.55830083198101,2.83566832618773,0.00536641539750853,0.00391732813950751
"610288",0.70782742914346,2.16549958026883,0.149061397354871,0.243403785953654,0.0758946971772043,0.706288694606021,0.0746835923923412,0.161881483232197,0.0463744370290821,-2.51294160298644,-2.05116957387683,0.130965931804086,0.784088816687091,2.95110193328577,0.00598645764362404,0.0201252179233964
"610308",0.463009503118657,1.24225574553997,0.0623948266661591,0.42097361970321,0.0746622259980067,0.603180504603781,0.0843053472939823,0.115321674838368,0.061834348560316,-2.218125074685,-1.99297656283994,0.149294301785474,0.537975201341329,1.91510361493565,0.0132731527878727,0.0231320067752354
"610392",0.525209742517902,1.11895100096867,0.0840649406495963,0.315708602284808,0.0709825259932846,0.463926823252641,0.167104310756959,0.0500237448119689,0.0465657468494938,-2.47319545369589,-3.0776715852224,0.21452020524248,0.5961552259528,1.6309388435586,0.00669554416893726,0.00104312347538138
